,claim,labels
257,"Boris is not qualified to make suggestions about our penal system. As an ex-convict, he would always take the criminals’ side.",['ad hominem']
258,"Mayor Jones’ anti-DUI campaign should not be taken seriously. After all, the mayor himself was cited for driving under the influence in college",['ad hominem']
259,"She asserts that we need more military spending, but that is false, since she is only saying it because she is a Republican.",['ad hominem']
260,"I think that we should reject what Father Jones has to say about the ethical issues of abortion because he is a Catholic priest. After all, Father Jones is required to hold such views",['ad hominem']
261,"Of course the Senator from Maine opposes a reduction in naval spending. After all, Bath Ironworks, which produces warships, is in Maine.",['ad hominem']
262,"Bill claims that tax breaks for corporations increases development. Of course, Bill is the CEO of a corporation.",['ad hominem']
263,"Oprah Winfrey's diet advice is useless;  she has had problems with maintaining her weight for most of her life, bouncing back and forth between being overweight and slender.",['ad hominem']
264,MacDougal roots for a British football team. Clearly he's unfit to be a police chief in Ireland.,['ad hominem']
265,"But, Dad, I know you smoked when you were my age, so how can you tell me not to do it?",['ad hominem']
266,Of course that doctor advocates vaccination—he probably owns stock in a pharmaceutical company.,['ad hominem']
267,"Person 1: “I am for raising the minimum wage in our state.” Person 2: “She is for raising the minimum wage, but she is not even smart enough to run a business.",['ad hominem']
268,My opponent is a card-carrying member of the K.K.K.,['ad hominem']
269,"My best friend says you’re a liar, so I’m not going to talk to you.",['ad hominem']
270,"involves acceptance or rejection of concepts based on their source, not their merit",['ad hominem']
271,"""Everyone should like coffee: 95% of teachers do!""",['ad populum']
272,"the phrase ""Ninety percent of all people surveyed said that McDonalds is better than Burger King so it must be true.""  represents which fallacy?",['ad populum']
273,I guess I should buy my 12-year-old daughter an iPhone. Everyone at her new school has one and I want her to fit in with the other kids.,['ad populum']
274,"I know the professor said the Bridges of Madison County was smarmy trash and lacked any artistic worth. But I still think he's wrong. After all, it was on the best-seller list for over 100 weeks.",['ad populum']
275,"""Because everybody thinks this way, it must be right.""",['ad populum']
276,"Everyone seems to support the changes in the vacation policy, and if everyone likes them, they must be
good.",['ad populum']
277,"Well, every one else jumped off the roof, why can't I?",['ad populum']
278,I am voting for Smith for President because the rest of my family is voting for him.,['ad populum']
279,"McDonald's Hamburgers, over 99 billion served.",['ad populum']
280,"Everybody else is doing it, why don't you?",['ad populum']
281,"""Everyone is doing it, you should be too!"" is an example of which fallacy?",['ad populum']
282,"I guess I should buy my 12-year-old daughter an iPhone. Everyone at her new school has one, and I want her to fit in with the other kids.",['ad populum']
283,Come on! Everyone else thinks the movie is great - you should too!,['ad populum']
284,Millions of people drink Diet Coke every year so it must be the best soft drink in the world.,['ad populum']
285,"“It must be cool because everyone is doing it…"" said Kinza",['ad populum']
286,"""All my friends are doing a low carb diet. That must be the only way to lose weight."" Mentioned Murtaza",['ad populum']
287,"""everybody's doing it, so it must be a good thing to do.""",['ad populum']
288,"The new iPhone comes out this weekend! If you don't get it, you're not cool!",['ad populum']
289,"Since many people believe this, then it must be true",['ad populum']
290,Stating that something should be done (or agreed to) because everyone else thinks this way.,['ad populum']
291,Marcus wants to go to a small community college close to home because all of his friends are there.,['ad populum']
292,"Everyone already believes that the defendant killed her husband, and that many people can't be wrong.",['ad populum']
293,"Why should you feel guilty for seeking your own happiness when that's what everyone else is doing, too?",['ad populum']
294,You should fly an American flag off your front porch. It’s the patriotic thing to do.,['ad populum']
295,Trying the latest social media challenge is a good example of what logical fallacy?,['ad populum']
296,Everyone is doing it.  You should too.,['ad populum']
297,"The phrase, ""Almost everyone that was asked said that McDonalds is better than Burger King, so it must be true,"" represents which fallacy?",['ad populum']
298,Everyone is/is not doing it! It must/must not be a good thing!,['ad populum']
299,"X is popular; therefore, X is right.",['ad populum']
300,"""Historically, up until the late 16th century, most people believed that the Earth was the center of the universe. Today we understand this is not true,"" is an example of what fallacy?",['ad populum']
301,"""How could you not believe in ghosts? Roughly two billon people believe in them, so don't you think you should reconsider your opinion?""",['ad populum']
302,Everyone does it.  You should too.,['ad populum']
303,Over 99 billion people served…,['ad populum']
304,Everybody does it.  You should too.,['ad populum']
305,"All the popular guys at school are dyeing their hair purple, so you should, too!",['ad populum']
306,"This fast food chain claims that they've served five billion people, so they must have the best hamburger in town. Five billion people can't be wrong!",['ad populum']
307,"In this election, we've seen the highest voter turnout ever recorded. If you have any doubts about Tyler Espinoza's qualifications, just look at how many people have come out to vote for him.",['ad populum']
308,Over 5 million Filipinos use our products. It’s time to switch to our brand now!,['ad populum']
309,"This fallacy assumes something is true (or right, or good) because other people agree with it.",['ad populum']
310,"“Don’t worry about eating fast food. After all, millions of Americans eat it every day.”",['ad populum']
